id,stop_name
1145,Joona Hinjewadi Jakat Naka
1146,Amalewadi
1147,Shitaladevi Chowk Guruwarpeth
1148,Talwade
1149,Bauddhavasti
1150,Karachi Chowk
1151,Mohannagar Chinchwad
1152,Bhagvatinagar
1153,Banergaon Odha
1154,Fujitsu Company
1155,Dehuroad Bazar
1156,Ramnagar Rahatni
1157,Popularnagar
1158,Gaikwadwadi
1159,Hyderabad Cement Company
1160,Hyderabad Cement Company
1161,Shivtejnagar
1162,Shivtejnagar
1163,Govind Halwai Chowk
1164,Jehangir Hospital
1165,Gurudatta Fabricators
1166,Sangurdi Phata
1167,Rakesh Sweet Mart
1168,Sawant College
1169,Patilnagar
1170,Collector Kacheri
1171,Bagadevasti
1172,Samadhi Mandir
1173,Vadgaon Budruk Phata
1174,Chavanmala
1175,Gul Aali
1176,Jambhulkarnagar
1177,Panyachi Taki Markal
1178,Shindevasti Jahangirnagar
1179,Indraprabha
1180,Sakhrevasti
1181,Janwadi
1182,Mile Dagad Kramank 23 Nagar Road
1183,Aaple Ghar
1184,Navsahayadri
1185,Aaple Ghar
1186,TATA guard room
1187,Radha Swami Satsang
1188,Shiwapurbaug
1189,TATA guard room
1190,Chandannagar
1191,Hanuman Chowk
1192,wahilenagar
1193,Chandannagar
1194,Kharadi Bypass
1195,Shastri Nagar
1196,Military Hospital Rangehills
1197,Kharadi Bypass
1198,Jambe
1199,Janakbaba Darga
1200,Akole Bus Stop
1201,Wadia Bungalow
1202,Wadia Bungalow
1203,Vinayak Hospital
1204,Ramwadi Jakat Naka
1205,Kendriya Vidyalay Lohgaon
1206,Vimannagar Corner
1207,Medi Point
1208,Ramwadi Jakat Naka
1209,Dandekar Pul
1210,Vimannagar Corner
1211,Gokhale Hall
1212,Pachwa mail
1213,Wadgaon sheri phata
1214,Pachwa mail
1215,Toll Naka
1216,Wadgaon sheri phata
1217,Bhagatwadi
1218,Talegaon Nagarparishad
1219,NDA Gate Colony 10
1220,Sambhaji Chowk
1221,Westend
1222,Yantriki Bhavan
1223,Ganeshnagar Dange Chowk
1224,Suply Depot
1225,Waki Kh
1226,Nandegaon Phata
1227,Kunjirvasti
1228,Khandoba Mandir
1229,Daulat Garden
1230,Gokhalenagar Shala
1231,Khadi Machine Katraj Kondhwa Road
1232,Dehu Grampanchayat
1233,Pawarvasti Wadgaonghenan
1234,Talathi Office
1235,5 Wa Mile
1236,Aai mata Mandir
1237,Poultry Farm Shivneri
1238,Nandgude Shala
1239,Dattamandir Marnewadi Road
1240,Mundhwa Shala
1241,Warhade Phata
1242,Parkhi Madhyamik Vidyalay
1243,Tata Material Gate
1244,Pandavnagar Hinjawadi
1245,Khadi Machine Shiroli
1246,Jijamata Park
1247,Jijamata Park
1248,Shivpushpak Park
1249,Philips
1250,Big India
1251,Aditya Hotel
1252,Kalpataru Society Pimplegurav
1253,Dhanoragao
1254,Matalwadi Bhugaon
1255,Salunke Vihar
1256,Yerawada
1257,Jilha Parishad Shala Chande
1258,Annadhanya Godam
1259,Patil Colony/Gosavi Vasti
1260,Aaimata Mandir
1261,ABC Farm
1262,Abhinav College
1263,Buddha Vihar Dapodi
1264,Provision Stores
1265,Motherson Company
1266,Century Enka Colony
1267,Vitthalwadi jakat naka
1268,Rahul Park Gate Number
1269,Shagun Chowk
1270,P.L.Deshpande Garden / Navshamaruti
1271,P.L.Deshpande Garden / Navshamaruti
1272,Godown Gultekdi
1273,Navi Sangvi
1274,Hinjawadi Jakat Naka
1275,Military Hospital Khadki
1276,Vishramdham
1277,Vitbhatti Chande
1278,Balaji Chowk
1279,Bhagwat Mangal Karyalay
1280,Bhandara Dongar Paytha
1281,Vasantbaug Chowk
1282,Ramoshiwadi
1283,Vaishnavi Collection
1284,Kedarinagar
1285,Potewadivasti
1286,Vishramdham
1287,Patwardhanbaug
1288,Avsarwadi
1289,Kasarwadi
1290,Kasarwadi
1291,Garage
1292,Ma Na Pa Reverse side
1293,Malwadi Kirkatwadi
1294,Manjari Bk
1295,Jiveshwar Society
1296,Kawdi Rasta
1297,Prayagdham Ashram Gate
1298,Panchawati Niwas
1299,Chakankarmala
1300,Jyoti English School
1301,Kirloskar Company
1302,Kendurgaon
1303,Star Garden
1304,Shahunagar Ganesh Mandir
1305,Bhaji Market
1306,Devi Indrayani Society
1307,Pathare Bungalow
1308,L Mark
1309,Navlakha Godown
1310,Dapodi Mantri Niketan
1311,IIMS Institute
1312,Vitthal Mandir Shreeman Society
1313,Vitthalwadi Dehu
1314,Snehalay Apang Shala
1315,Satyapuram
1316,Gopal Patti
1317,Naigaon
1318,Vitthal Mandir Mhasolkar
1319,Gavtevasti
1320,Boratevasti Nasik Road
1321,Spicer College
1322,Nageshwar Vidyalay
1323,Sandhyanagar
1324,Shivaji Chowk Talegaon Dhabhade Road
1325,Gaikwadwadi
1326,Kalubai Mandir Warve
1327,Ramnagar Pimplegurav
1328,Jagtap Dairy
1329,Mahabaleshwar Mangal Karyalay
1330,Kshatrunjay Mandir
1331,Lakshminagar Handewadi Road
1332,Tadi Gutta
1333,Balaji palace / Rakhak Nagar
1334,Sambhajinagar Dhankawadi
1335,Donajegaon
1336,Ambegaon
1337,Ambigaon
1338,Bavdhan Khind/Chandani Chowk
1339,Jakat Naka Mohammadwadi
1340,Ordinance Club
1341,Rajaram Pul
1342,Ordinance Club
1343,Kasturba Hopsital
1344,Mahabali Chowk
1345,Sasoon Hospital
1346,Kesnand Phata
1347,Colony Number 10
1348,Police Line
1349,Kesnand Phata
1350,Navlakh Umbre Jalshuddhikaran Kendra
1351,Railway Quarters
1352,Dattanagar Alandi Road
1353,Rajasthan Hotel
1354,Sadesatranali
1355,Gokhale Hall
1356,VIT College
1357,Sandvik company
1358,Shanti Nagar
1359,Satavnagar
1360,Warje Malwadi
1361,MES Pumping Station
1362,Sainik Wadi
1363,Someshwarwadi
1364,Mental Hospital
1365,Officers Mess
1366,Sinhagad
1367,Indori Bypass Phata
1368,Indrayani Darshan
1369,Shipra Society
1370,Bhugaon
1371,Bhosri Phata (Magzine)
1372,Dighi Odha
1373,MIDC Phata
1374,Dighi Odha
1375,Jadhavnagar
1376,Godown Gultekdi
1377,Shastri Chowk
1378,Indoorance System Chakan Mhalunge
1379,Rasrang Sweet Corner
1380,Paisa Fund
1381,Gavli mala
1382,Suvarna Fabricators
1383,Dagade Patil Farm
1384,Newalevasti
1385,Telco hostel
1386,Madiwale Colony
1387,Kaspatevasti
1388,ZF Steering Company
1389,Boratevasti Chikhali Road
1390,Deep Bungalow
1391,HA Corner
1392,Dehuroad Police Lane
1393,Nehrunagar Corner
1394,Bhatnagar
1395,Yamuna nagar
1396,Rohkal Phata
1397,Suvarnpark
1398,Raghunandan Mangal Karyalay
1399,Tilak Chowk
1400,Wakad Bridge
1401,Tilak Chowk
1402,Khadki Station
1403,Nisarga Society
1404,Bandal Farm
1405,Sambhajinagar
1406,Sutarwadi Paud Road
1407,Indrayaninagar Corner
1408,Bhumkar complex
1409,Dahanukar Colony
1410,Ghorpadi Post
1411,Giridharbhavan
1412,Marado Company
1413,Kuran Farm
1414,Wakad Phata
1415,Sonavane Hospital
1416,Sonavane Hospital
1417,Sonya Maruti Chowk
1418,Prayag Dham Phata
1419,Nana Path / Modern Bakery
1420,Dhumal Tali
1421,Kadamvasti Perne
1422,Neeta Park Pimple Nilakh
1423,Bhadalevasti SaswadRoad
1424,Agam Mandir
1425,Agnishamak Kendra NDA
1426,ST Depo
1427,Lucky Wajankata
1428,ST Stand Nasrapur
1429,Moshi Jakat Naka
1430,St Meera College
1431,Yadavvasti Naigaon Chaufula
1432,Ordinance Factory
1433,Kashiwadi
1434,Patrakarnagar
1435,Punawale Phata
1436,Maheshnagar
1437,sadalbaba darga
1438,Balewadi Phata
1439,Bormal
1440,Karandigaon Kaman
1441,Mukbadhir Shala
1442,Pimplegurav
1443,Moi Phata
1444,Shivapurwada
1445,Kharadi Gaon
1446,Sai Sayajinagar
1447,Vishrantwadi Airport Road
1448,Mukainagar
1449,Chinchwade Farm
1450,Shaninagar
1451,Bopodi
1452,Theur Phata
1453,Materewadi
1454,DY Patil College Akurdi
1455,Gunjan corner
1456,Rihegaon
1457,Shasakiya Vishramgruha Paudgaon
1458,Jambhulkarnagar
1459,Bungalow Number 105
1460,Badadevasti
1461,Bhosalevasti Nagar Road
1462,MIT College
1463,Sachchai Mata Mandir
1464,Shitolevasti Susgaon
1465,Gharkul Vasahat Warje
1466,Kondhanpur
1467,Talegaon Station
1468,Lake Town Gate Number
1469,Bopodigaon
1470,Mahatma Gandhi Stand
1471,Sakoremala
1472,Talegaon General Hospital
1473,Pawar Quarters
1474,Runwal Project
1475,Jijamata Hospital
1476,Yerwada
1477,Rahatani Phata
1478,Chintamani Society
1479,Yerwada
1480,Futira Complex
1481,Gunjan corner
1482,Gunjan Corner
1483,Shanipar
1484,Kashiwadi
1485,Vahtuknagari
1486,Kalikamata Mandir
1487,Perugate Police Chowky
1488,Golewadi
1489,Jai Bhavani Nagar
1490,Waghere College
1491,Jai Bhavani Nagar
1492,Hirabaug
1493,Raste Wada / Apollo Talkies
1494,Gole Phata
1495,Raste Wada / Apollo Talkies
1496,Pravin Masala Company
1497,Suryakiran Khat Karkhana
1498,Poultry Farm Sorthapwadi
1499,RTO Chikhali
1500,Thakur Vasti
1501,Vitbhatti Wakad
1502,Sangvi College
1503,Ganjay Society
1504,Hero Chassis
1505,Maharshi Karve Shikshan Sanstha
1506,Paisa Fund
1507,Kasture Chowk
1508,Patidar Bhavan
1509,Kondhwa Bk Corner
1510,Nanekarpark
1511,Sadhana Vidyalay
1512,Mukbadhir Shala
1513,Nanavli Phata
1514,Indrayani Vihar
1515,Khadki Bazar
1516,Hotel Vitthal Kamat
1517,Ambegaon Pathar Corner
1518,Shital Petrol Pump
1519,Telco Colony
1520,Kondhanpur
1521,Maheshwari Mangal Karyalay
1522,Rajaram Gas
1523,Sambaji Pul Police Chowky
1524,Bhandara Dongar Paytha
1525,Bhukum
1526,Moshigaon
1527,GPO
1528,Pimpavali Phata
1529,Omkar Comoany
1530,Ganesh Nagar Alandi Road
1531,Sangrun
1532,Atlas Company
1533,ARDE Colony
1534,Akole Bus Stop
1535,Balaji Mandir
1536,Chudaman Talim
1537,Paraj Company
1538,Kudjegaon
1539,Nageshwar Vidyalay Phata
1540,Kaun Road
1541,Mundhwa Phata
1542,Shastri Nagar
1543,Suskhind Phata
1544,Shantinagar
1545,Deshpande Farm
1546,Malwadi Kirkatwadi
1547,Nehrunagar
1548,Nirma Company
1549,Lupin Company Phata
1550,Mitranagar
1551,Nhavi Sandas
1552,Suskhind Phata
1553,Anand Park
1554,Hadapsar Bhaji Market
1555,Anand Park
1556,Moshi Jakat Naka
1557,South Lane Vikrikar Bhavan
1558,Nasrapur
1559,Rahatwadegaon
1560,Suvarnpark
1561,Krushna Mandir Corner
1562,Kasarsai Karkhana Phata
1563,Khandoba Mandir
1564,Netajinagar
1565,Vitbhatti Nere
1566,Gujarwadi Phata
1567,Gandharvanagari
1568,Ganesh Peth
1569,Lal Ghar
1570,Shatrunjay Mandir
1571,Atulnagar
1572,Bangarvasti
1573,Alpana Talkies
1574,Talegaon Phata ST Stand
1575,Sortapwadi
1576,Khandoba Mandir Corner
1577,ST Stand Grampanchayat Talegaon
1578,Yadavvasti Prayagdham
1579,Master Bakery
1580,Commissioner Bungalow
1581,Ganeshmala
1582,Kalewadi Saswad Road
1583,Mhalunge Phata Balewadi
1584,Khothrud Stand
1585,Bankarvasti
1586,Military Hospital Vanawadi
1587,Nanded Phata
1588,Ma Na Pa Reverse side
1589,Chaudharivasti Solapur Road
1590,Mile Dagad Kramank 22 Pirangutghat
1591,Rajesh Society Corner
1592,Vitbhatti Wakad
1593,Ankur Bungalow
1594,Akurdi Police Chowky
1595,Abhiman Shree Society
1596,Alandi
1597,Wakad Bridge
1598,ST Regional Office
1599,Aviraj Lodge
1600,Mhalunge
1601,Mahalaxminagar Corner
1602,Fuel Depot
1603,Kondhwagate
1604,Gavli Matha
1605,Talegaon Station
1606,Avinash Mangal Karyalay
1607,Popularnagar
1608,Alfa Laval Company
1609,Bhegdewadi
1610,Alfa Laval Company
1611,Chakradhar Shala
1612,Kate Patil Chowk
1613,Traffic Police Chowky
1614,Sawtamali Mandir
1615,Shivaji Maratha Highschool
1616,Gajanan Mandir
1617,Gajanan Mandir
1618,Vishwakarma
1619,Gujrat Colony
1620,Shivshankar Society
1621,Jadhavwadi Phata Chikhali
1622,CISV
1623,Gulnur Farm
1624,Mayur Colony
1625,Shree Control
1626,NCL Gate
1627,Vitbhatti Rehe
1628,Shanti Medical Stores
1629,Kalwad
1630,Chandannagar / Sainathnagar
1631,Digambar Marble
1632,Chandannagar / Sainathnagar
1633,Bavdhan Khind/Chandani Chowk
1634,Meera Society
1635,Ambedkar Vasahat
1636,Meera Society
1637,Chakan Market Yard
1638,Power House Ghotawade
1639,Dhawdevasti
1640,Punyanagri
1641,Suncity
1642,Railway Crossing Sasanenagar
1643,Bavdhan Phata
1644,Kiwalegaon
1645,Shubham Society Warje
1646,Kundan Hotel
1647,Kharadi Gaon School
1648,Nakhatevasti
1649,Sachapir Street
1650,Kesanandgaon
1651,Chaudharivasti Solapur Road
1652,Dharmaraj Chowk
1653,Kohima line
1654,Mile Dagad Kramank 22 Pirangutghat
1655,NDA Gol Market
1656,VIT College
1657,Kalamkarvasti
1658,Poultry Farm Trimurti
1659,Masulkar Colony
1660,Navi Sangvi
1661,Ashoknagar Rangehills
1662,Big India
1663,Pari Company
1664,Shaniwarwada Stand
1665,Sutar Clinic
1666,Bharat English School
1667,Sutar Clinic
1668,Gavli Matha
1669,Vimannagar Corner
1670,Kalbhairav Mandir
1671,Nadar City
1672,Godown (Talera)
1673,Gogalwadi Phata
1674,Soyrik Mangal Karyalay
1675,Devi Link
1676,Ashirwad Bungalow
1677,Ajinkyatara
1678,Niljyoti Society
1679,Sindh Colony Baner Road
1680,Triveninagar
1681,Kalyangaon
1682,Uttamnagar
1683,Pimplesaudagar Chowk
1684,Holi Angel Shala
1685,Kutalevasti
1686,Tamhane Chowk
1687,Jadhavwadi Chikhali
1688,Dattamandir Pashan Road
1689,Laxminarayan Talkies
1690,Laxminarayan theatre
1691,Pride Ashiyana Society
1692,Shivaji Maharaj Putla
1693,Sanevasti
1694,Pashan Naka Bus Stand
1695,Homegaurd
1696,Kamgarnagar
1697,Shreedhar Colony
1698,Rajiv Gandhinagar
1699,Khiridvasti
1700,Ankush Chowk
1701,Balewadi Depot
1702,Vasantdada Sugar Institute
1703,Milk Dairy / Sarpodyan
1704,Sukhsagarnagar
1705,Milk Dairy / Sarpodyan
1706,ST Stand Paud
1707,Bhaji Mandai Hadapsar
1708,Deccan Gymkhana
1709,Hingane
1710,Shagun Chowk
1711,Station Family Camp
1712,Vasantdada Putala Sangvi
1713,Shahunagar Ganesh Mandir
1714,Pravin Mehendi
1715,Mayur Colony
1716,Patidar Bhavan
1717,Rajasthan Hotel
1718,Sakalnagar
1719,Quarter Gate
1720,KEM Hospital
1721,Navi Sangvi
1722,Janakbaba Darga
1723,Gandhi Bhavan Phata
1724,Kasturba Gandhi Shala
1725,Gaikwadvasti Shivapurgaon
1726,Natraj Stand
1727,Warje Shala
1728,Satyapuram
1729,ZF Steering Company
1730,Mhalungegaon
1731,Housing Board Corner
1732,Jayanand Khira
1733,Mandai
1734,Raikarmala
1735,Ashok Leyland Godown
1736,Choundhe Lowns
1737,Janwadi
1738,Joona Hinjawadi Jakat Naka
1739,Galinde Path
1740,Hariprasad Bungalow
1741,Vijaynagar
1742,Neeta Park
1743,Poultry Farm Deccan
1744,Shree Industries
1745,Sutarvasti
1746,Shinde Farm
1747,Tingarenagar
1748,Wadebolhai Mandir
1749,Provision Stores
1750,Mhalunge Stadium Gate
1751,Bhairoba Pumping Station
1752,Ganesh Talav
1753,Kholevasti
1754,Modern College Moshi
1755,Gangapuram Mhada
1756,Deccan College
1757,Pirangut
1758,Ambegaon Phata Lavasa Road
1759,Chintamani Dnyanpith
1760,Nandegaon Phata
1761,Radha Hotel
1762,Simla Office
1763,Markalgaon
1764,Jadhav Vasti
1765,Jadhavvasti
1766,Kawdewadi
1767,Mile Dagad Kramank 8 Bavdhan Ghat
1768,Vitthalwadi Phata
1769,12 Mile
1770,Kirloskar Company
1771,Defence Colony
1772,12 Mile
1773,Indrayaninagar
1774,Karve Putala
1775,Keshavnagar Pul
1776,NDA Stadium
1777,Kalyaninagar
1778,Choundhe Lowns
1779,Bhandari Niwas
1780,Nashik phata
1781,Kaun Road
1782,Markal Vajan kata
1783,Torana Garden
1784,Moraya Raj Park
1785,Jagtap Vasti
1786,Mandvi Kh
1787,Mail Dagad No 23
1788,Jagtap Chowk
1789,Mail Dagad No 23
1790,Nilkantheshwar Phata
1791,Shinde Farm
1792,Rangehills Circle
1793,Shipra Society
1794,Kranti Stambh / Waghmare Vasti
1795,Bharat Ele Company
1796,Ambil Odha Colony
1797,Bafna Industries
1798,Mile Dagad Kramank 19 Diveghat
1799,Shivaji Maratha Highschool
1800,Seco Company
1801,Ashok Leyland Godown
1802,Fatimanagar
1803,Suryakiran Khat Karkhana
1804,Khadi Machine Katraj Kondhwa Road
1805,Materevasti
1806,Donajegaon Phata
1807,Mile Dagad Kramank 8 Bavdhan Ghat
1808,Prayagdham Ashram
1809,Somatne Phata
1810,Jehangirnagar
1811,Manik Press Road
1812,Wagholi Bazar Tal
1813,Sawtamali Mandir
1814,Bhilarewadi
1815,Lonkarvasti
1816,Lamanvasti
1817,Dhanwantari Hospital
1818,Netaji Highschool
1819,Yashwantnagar Rangehills
1820,Mahatma Gandhi Bas Sthanak
1821,Sai Chowk Navi sangvi
1822,Marodo Company
1823,Morwadi
1824,Ravet Pumping Station
1825,Century Enka Colony
1826,Kuruli Phata
1827,Padalgharwadi
1828,Poultry Farm Desai
1829,Vitthalwadi
1830,Vaddhara Bandhara
1831,Balewadigaon
1832,Bob International School
1833,Kunjirwadi Phata
1834,Lakshminagar Corner
1835,Vidhyapeeth Main Building
1836,Talegaon Dhabhade Petrol Pump
1837,Tamhanevasti
1838,Shastrinagar Kothrud
1839,Panchawati Niwas
1840,Someshwar Mandir
1841,Poultry Farm Shivneri
1842,Someshwar Mandir
1843,Shubham Society
1844,Karandigaon
1845,Shubham Society
1846,Pawarvasti Wadgaonghenan
1847,L Mark
1848,Common Wealth
1849,Ahilyadevi School
1850,Sundarban
1851,Keshavnagar Pul
1852,Kondhwale Phata
1853,Mantarwadi
1854,Niljyoti Society
1855,Ghulevasti Manjari
1856,Appughar Corner
1857,Gavhane vasti
1858,Burma Shell
1859,Gokhalenagar Police Line
1860,Srushti Chowk
1861,Hotel Rajyog
1862,Kakdevasti Prayagdham
1863,Godown Gultekdi
1864,Chaudhari vasti  Phata
1865,Ashok Talkies
1866,Khadki Station
1867,Ganeshnagar Dhayari
1868,Khadi Machine Shiroli
1869,Radha Swami Satsang
1870,Link Road
1871,Malnagar
1872,Pimprinagar Ma Na Pa Shala
1873,Vadgaon Budruk Phata
1874,Dhumal Tali
1875,Mile Dagad Kramank 18 Bhukum
1876,NCL Gate
1877,Gurudatta Fabricators
1878,Khese Park
1879,Vadgaonmawal Corner
1880,Bopodi
1881,Abhinav Yantriki Kendra
1882,Adarshnagar
1883,Agam Mandir Paytha
1884,Maharshi Nagar
1885,Maharshi Nagar
1886,Gokulnagar Narhe Road
1887,Shani Mandir
1888,Shivparvati Garden
1889,LIC Colony
1890,Sant Company
1891,Expanze Society
1892,Ganeshnagar Navsahyadri
1893,Ma Na Pa Main Bus Stand
1894,Roseland Society
1895,Roseland Society
1896,Talathi Office
1897,Naigaon
1898,Keshavnagar Chowk
1899,Vitthal Mandir Mhasolkar
1900,ARDL Gate
1901,Govind Yashada Chowk NB
1902,Dimpal Chemicals
1903,Govind Yashada Chowk NB
1904,Punekarvasti
1905,Shahunagar
1906,Simla Office/Shivaji Nagar
1907,Ganeshnagar Dange Chowk
1908,Jagtap Dairy
1909,Jagtap Dairy
1910,Aviraj Lodge
1911,Swapnnagari
1912,Tata Guardroom
1913,Gandhinagar
1914,Kendriya Vidyalay Dehu Road
1915,Sindhunagar
1916,Shelarvasti Talawade
1917,Poultry Farm Sangrun
1918,Shindewadi Satara Road
1919,Dabhadevasti Perane Road
1920,Madhur Milan Mangal Karyalay
1921,Sheregaon
1922,Maheshwari Mangal Karyalay
1923,Ravet Pumping Station
1924,Sector Number
1925,Vinayak Hospital
1926,Sutarvasti
1927,Jyoti English School
1928,Jagatguru Chowk
1929,Hanumannagar
1930,Mahadevnagar Manjari
1931,Bhare Phata
1932,U Co Bank
1933,Tangde Bandhumala
1934,Bhukum Ashram
1935,Ashok Stambh
1936,Bhosari Police Station
1937,Talegaon General Hospital
1938,Borkarvasti
1939,Housing Board Corner
1940,Balsadan
1941,Khed Shivapur
1942,Jyoti English School
1943,SNZ Chemical Company
1944,Akurdi Police Chowky
1945,Ankur Bungalow
1946,Lumax Company
1947,Parvati Darshan
1948,Raj Group
1949,Hanuman Mandir Indori
1950,Sahastrabuddhe Samadhi
1951,CNG Pump Corner
1952,Peacock Garden
1953,Malnagar
1954,Jagdhmba Hotal
1955,Jyotibanagar
1956,Mahalaxminagar Corner
1957,Bal Shikshan Mandal
1958,Appa Balawant Chowk
1959,Ruby Hall
1960,Maruti Mandir Vajewadi
1961,Alegaonkar Shala
1962,Bormal
1963,Hero Chassis
1964,Chaitanya Vidyalay
1965,Saisiddhi
1966,Walhekarwadi Corner
1967,Ma Na Pa Reverse side
1968,Talwade Jakat Naka
1969,Parhadvasti
1970,Kharabwadi
1971,Gharkul Vasahat Warje
1972,Vadarvasti
1973,Industrial Company
1974,Aaple Ghar
1975,Gajanan Maharaj Mandir Fursungi
1976,Kemsewadi
1977,Kondhur Phata
1978,Guruprasad Bungalow
1979,Gaikwadvasti Nhavisandas Road
1980,Talegaon Khind
1981,Vidhyapeeth Main Building
1982,Mahadev Mandir Pimple Saudagar
1983,Vastu Udyog
1984,Sangurdi Phata
1985,Panjarpol
1986,Govind Mangal Karyalay
1987,BU Bhandari Showroom
1988,DSK Toyota
1989,Shiwre Phata
1990,Prakash Chicken Center
1991,Rohkal Phata
1992,Hill Hila
1993,CWPRS Gate Number
1994,Hadapsargaon
1995,Tata Guardroom
1996,Radhika Society
1997,ST Stand Kesanand
1998,Ghorpadi Post
1999,Sanasbaug
2000,Kokate Aali
2001,Waki Bk
2002,Ashirwad Bungalow
2003,Bagalvasti
2004,Shindevasti Dongergaon
2005,Ganesh Peth
2006,Poona Poultry
2007,Ravle Bungalow
2008,Ghulevasti Undri Road
2009,Sinhgad
2010,Zendewadi
2011,Kondhwa Police Station
2012,IAT Gate
2013,Kadus Phata
2014,Vetalbaba Chowk
2015,Tikone Godown
2016,Meeranagar
2017,Sindhupark Society
2018,RMD Collage
2019,Durvankur Mangal Karyalay
2020,Vadgaon Mawal
2021,Hinjawadi Petrol Pump
2022,Railway Crossing Sasanenagar
2023,Adarshnagar
2024,Jayhind Highschool
2025,Indoorance Company Chakan Mhalunge
2026,Lakshmi Colony
2027,Shreekrushna Mandir
2028,Power House Chinchwadenagar
2029,Someshwarwadi Phata
2030,Meeranagar
2031,Khiridvasti
2032,Krushna Mandir Dehu Road
2033,Taljai Pathar
2034,Ramdas Maral
2035,Hockey Ground
2036,Taljai Pathar
2037,Sutarwadi Pashan
2038,Hotel Vitthal Kamat
2039,Appughar Corner
2040,Dagadevasti
2041,Lavle Phata
2042,Grand Hotel
2043,Shadawal Baba Darga
2044,Inamdarvasti Solapur Road
2045,Chhajed Petrol Pump
2046,Karve Putala
2047,Kondhwa Shala
2048,Kshatrunjay Mandir
2049,Power House Fursungi
2050,Sadgurunagar
2051,Mahaveer Company
2052,Oswal Bhandhu Estate
2053,Gopal Patti
2054,Kalewadi Ma Na Pa Shala
2055,Lal Ghar
2056,Manjari Kh
2057,Morwadi Corner
2058,Chaudharivasti Nagar Road
2059,Ambedkarnagar Baner
2060,Ambegaon
2061,Kaun Road
2062,Pimplenilakh
2063,Kalewadi Saswad Road
2064,Nutan Vidyalaya
2065,Shivtarwadi Phata
2066,16 Number
2067,40 Aundh Road
2068,Someshwarwadi Phata
2069,Bijalinagar
2070,Rautnagar
2071,Kekan gas
2072,Nashik Phata
2073,Pandavnagar Hinjawadi
2074,Mitti Ka Ghar
2075,Keshavnagar
2076,Seeta Anusya Niwas
2077,Nirgudkar Farm
2078,Om Hospital
2079,Sai Mandir
2080,Kendriya Vidyalay Lohgaon
2081,Murkutevasti
2082,Karandi Phata
2083,Dimpal Chemicals
2084,MES Canteen NDA
2085,Vadacha Stop
2086,Rangehills Corner
2087,Nanavli Phata
2088,Balaji Petrol Pump
2089,Sanketvihar
2090,Sawtamali Mandir
2091,Shivaji Chowk Talegaon Dhabhade Road
2092,Gokhalenagar Police Line
2093,Kalimata Mandir
2094,Om Hospital
2095,Yerawada Press
2096,Tale Male
2097,Wadebolhai Mandir
2098,Sant Dharmaji Samadhi
2099,Kedarinagar Corner
2100,Baner Phata Aundh Road
2101,Ambedkar Bridge
2102,Bhekrainagar
2103,Stage Kramank 6
2104,Vitbhatti Rehe
2105,Daak Bungalow
2106,Karan Greens
2107,Sindhunagar
2108,Lullanagar
2109,C Prabhag Karyalay
2110,Sinhgad
2111,Farshi Karkhana
2112,Dabhadevasti Charholi
2113,Devachi Uruli
2114,Navlakh Umbre
2115,Vadegaon
2116,Yantriki Bhavan
2117,MES Pumping Station
2118,Mukbadhir Shala
2119,Dhamalevasti Nandegaon
2120,Mile Dagad Kramank 18 Bhukum
2121,ST Vibhagiya Karyalay
2122,Bhandari Company
2123,Susgaon
2124,Rangehills Post Office
2125,Wondercity
2126,Indrayani College
2127,Mayuri Wajankata
2128,HA Corner
2129,Santoshnagar
2130,Bagadevasti
2131,Vishrambaugwada
2132,Simla Office
2133,Lal Mandir
2134,Peacock Garden
2135,Rajaram Pul
2136,Gandhi Bhavan Phata
2137,Lokmanya Hospital Pradhikaran
2138,ST Stand Nasrapur
2139,Varchamala
2140,Kirkatwadi Phata
2141,Simla Office
2142,Paygudevasti
2143,Shantinagar
2144,Akurdi Railway Station
2145,Vartesh Flourist
2146,Harihareshwar Mandir
2147,Khese Park
2148,Chimbli Phata
2149,Ganesh Mandir Pimplenilakh
2150,Lal Deoul
2151,Rajgurunagar
2152,Kalewadi
2153,Rangehills Circle
2154,Nandoshi Phata
2155,Chakan Mhalunge Phata
2156,Shiwapurbaug
2157,Tata Material Gate
2158,Parvati Jalshuddhikaran Kendra
2159,Siddhivinayak Vastu
2160,Vadgaon Mawal
2161,Gavhanevasti Bhosari
2162,Hegdewar Bhavan
2163,Indira Vasahat
2164,Hipick Company
2165,PCP College Chowk
2166,Gokulnagar Katraj Kondhwa Road
2167,Shankar Darshan Society
2168,Pragati Udyan
2169,Kalukh Shetmala
2170,Vadgaon Bk
2171,Jain Mandir Guruwar Peth
2172,Ganeshmala
2173,Jaibhavani Warehousing
2174,Deshmukhwadi
2175,Kendriya Vidyalay NDA
2176,Dongargaon Phata
2177,Raghunandan Mangal Karyalay
2178,Vidhyapeeth Press
2179,Jyoti Ashram
2180,Balajinagar
2181,ABC Farm
2182,Chakan Talegaon Chowk
2183,Ramyanagari
2184,Nehrunagar Corner
2185,Icchapurti Ganesh Mandir
2186,Pandavnagar Senapati Bapat Road
2187,Dattanagar Katraj Road
2188,Dehu Phata
2189,Madhusanchay Society
2190,Zero Boys Bakery
2191,Saswad
2192,Shivtirthnagar
2193,Mile Dagad Kramank 21 Pirangutghat
2194,Bundgarden
2195,Khadki Railway Station
2196,Nandoshi Phata
2197,Handewadigaon
2198,Tanna Products
2199,Police Line
2200,Bavdhan Phata
2201,Dairy Farm
